,location,genotype,DM
1695,WA,CDBN_301,105.0
1696,WA,CDBN_257,92.0
1697,WA,CDBN_146,103.0
1698,WA,CDBN_265,92.0
1699,WA,CDBN_042,93.0
1700,WA,CDBN_306,94.0
1701,WA,CDBN_312,100.0
1702,WA,CDBN_144,97.0
1703,WA,CDBN_288,101.0
1704,WA,CDBN_097,112.0
1705,WA,CDBN_030,107.0
1706,WA,CDBN_031,106.0
1707,WA,CDBN_032,101.0
1708,WA,CDBN_033,107.0
1709,WA,CDBN_034,107.0
1710,WA,CDBN_192,101.0
1711,WA,CDBN_041,100.0
1712,WA,CDBN_076,100.0
1713,WA,CDBN_077,113.0
1714,WA,CDBN_207,103.0
1715,WA,CDBN_186,96.0
1716,WA,CDBN_006,106.0
1717,WA,CDBN_187,112.0
1718,WA,CDBN_008,101.0
1719,WA,CDBN_007,114.0
1720,WA,CDBN_147,106.0
1721,WA,CDBN_023,116.0
1722,WA,CDBN_124,111.0
1723,WA,CDBN_073,107.0
1724,WA,CDBN_075,107.0
1725,WA,CDBN_175,103.0
1726,WA,CDBN_003,122.0
1727,WA,CDBN_005,122.0
1728,WA,CDBN_004,122.0
1729,WA,CDBN_279,122.0
1730,WA,CDBN_022,122.0
1731,WA,CDBN_322,122.0
1732,WA,CDBN_047,121.0
1733,WA,CDBN_001,111.0
1734,WA,CDBN_294,101.0
1735,WA,CDBN_050,110.0
1736,WA,CDBN_297,99.0
1737,WA,CDBN_182,103.0
1738,WA,CDBN_287,110.0
1739,WA,CDBN_289,118.0
1740,WA,CDBN_045,104.0
1741,WA,CDBN_072,108.0
1742,WA,CDBN_134,105.0
1743,WA,CDBN_291,116.0
1744,WA,CDBN_136,99.0
1745,WA,CDBN_246,96.0
1746,WA,CDBN_286,82.0
1747,WA,CDBN_323,101.0
1748,WA,CDBN_188,80.0
1749,WA,CDBN_180,96.0
1750,WA,CDBN_240,98.0
1751,WA,CDBN_090,81.0
1752,WA,CDBN_153,77.0
1753,WA,CDBN_308,101.0
1754,WA,CDBN_309,101.0
1755,WA,CDBN_313,82.0
1756,WA,CDBN_315,94.0
1757,WA,CDBN_319,80.0
1758,WA,CDBN_025,91.0
1759,WA,CDBN_280,91.0
1760,WA,CDBN_049,95.0
1761,WA,CDBN_100,95.0
1762,WA,CDBN_120,100.0
1763,WA,CDBN_276,100.0
1764,WA,CDBN_281,95.0
1765,WA,CDBN_157,90.0
1766,WA,CDBN_133,95.0
1767,WA,CDBN_112,80.0
1768,WA,CDBN_220,95.0
1769,WA,CDBN_099,85.0
1770,WA,CDBN_229,92.0
1771,WA,CDBN_145,100.0
1772,WA,CDBN_103,80.0
1773,WA,CDBN_104,85.0
1774,WA,CDBN_106,95.0
1775,WA,CDBN_107,92.0
1776,WA,CDBN_177,85.0
1777,WA,CDBN_108,80.0
1778,WA,CDBN_109,85.0
1779,WA,CDBN_110,95.0
1780,WA,CDBN_111,85.0
1781,WA,CDBN_156,85.0
1782,WA,CDBN_282,90.0
1783,WA,CDBN_194,100.0
1784,WA,CDBN_130,80.0
1785,WA,CDBN_113,100.0
1786,WA,CDBN_132,85.0
1787,WA,CDBN_162,92.0
1788,WA,CDBN_221,90.0
1789,WA,CDBN_292,95.0
1790,WA,CDBN_105,90.0
1791,WA,CDBN_169,92.0
1792,WA,CDBN_231,93.0
1793,WA,CDBN_137,93.0
1794,WA,CDBN_150,93.0
1795,WA,CDBN_258,85.0
1796,WA,CDBN_264,90.0
1797,WA,CDBN_266,90.0
1798,WA,CDBN_152,85.0
1799,WA,CDBN_230,85.0
1800,WA,CDBN_209,95.0
1801,WA,CDBN_135,95.0
1802,WA,CDBN_222,90.0
1803,WA,CDBN_148,100.0
1804,WA,CDBN_227,90.0
1805,WA,CDBN_149,90.0
1806,WA,CDBN_117,90.0
1807,WA,CDBN_118,95.0
1808,WA,CDBN_122,100.0
1809,WA,CDBN_260,80.0
1810,WA,CDBN_202,80.0
1811,WA,CDBN_131,93.0
1812,WA,CDBN_151,97.0
1813,WY,CDBN_054,87.0
1814,WY,CDBN_351,79.0
1815,WY,CDBN_171,85.0
1816,WY,CDBN_345,75.0
1817,WY,CDBN_332,80.0
1818,WY,CDBN_339,83.0
1819,WY,CDBN_067,84.0
1820,WY,CDBN_062,77.0
1821,WY,CDBN_068,80.0
1822,WY,CDBN_172,78.0
1823,WY,CDBN_063,78.0
1824,WY,CDBN_095,83.0
1825,WY,CDBN_342,88.0
1826,WY,CDBN_069,83.0
1827,WY,CDBN_161,81.0
1828,WY,CDBN_059,84.0
1829,WY,CDBN_071,83.0
1830,WY,CDBN_310,87.0
1831,WY,CDBN_060,84.0
1832,WY,CDBN_061,86.0
1833,WY,CDBN_349,83.0
1834,WY,CDBN_052,97.0
1835,WY,CDBN_064,102.0
1836,WY,CDBN_236,95.0
1837,WY,CDBN_218,92.0
1838,WY,CDBN_262,96.0
1839,WY,CDBN_083,97.0
1840,WY,CDBN_143,97.0
1841,WY,CDBN_253,87.0
1842,WY,CDBN_237,89.0
1843,WY,CDBN_058,90.0
1844,WY,CDBN_217,93.0
1845,WY,CDBN_167,103.0
1846,WY,CDBN_261,88.0
1847,WY,CDBN_243,83.0
1848,WY,CDBN_295,94.0
1849,WY,CDBN_066,94.0
1850,WY,CDBN_269,83.0
1851,WY,CDBN_055,91.0
1852,WY,CDBN_195,94.0
1853,WY,CDBN_305,80.0
1854,WY,CDBN_174,96.0
1855,WY,CDBN_214,89.0
1856,WY,CDBN_141,83.0
1857,WY,CDBN_142,90.0
1858,WY,CDBN_255,107.0
1859,WY,CDBN_270,98.0
1860,WY,CDBN_197,106.0
1861,WY,CDBN_210,103.0
1862,WY,CDBN_085,103.0
1863,WY,CDBN_228,106.0
1864,WY,CDBN_184,112.0
1865,WY,CDBN_254,114.0
1866,WY,CDBN_215,116.0
1867,WY,CDBN_168,111.0
1868,WY,CDBN_163,99.0
1869,WY,CDBN_096,108.0
1870,WY,CDBN_056,117.0
1871,WY,CDBN_272,109.0
1872,WY,CDBN_198,111.0
1873,WY,CDBN_200,113.0
1874,WY,CDBN_189,104.0
1875,WY,CDBN_206,90.0
1876,WY,CDBN_211,107.0
1877,WY,CDBN_216,109.0
1878,WY,CDBN_091,91.0
1879,WY,CDBN_244,94.0
1880,WY,CDBN_035,92.0
1881,WY,CDBN_178,93.0
1882,WY,CDBN_139,89.0
1883,WY,CDBN_353,93.0
1884,WY,CDBN_320,99.0
1885,WY,CDBN_252,90.0
1886,WY,CDBN_304,91.0
1887,WY,CDBN_204,90.0
1888,WY,CDBN_212,90.0
1889,WY,CDBN_213,84.0
1890,WY,CDBN_225,89.0
1891,WY,CDBN_092,115.0
1892,WY,CDBN_245,124.0
1893,WY,CDBN_019,128.0
1894,WY,CDBN_020,104.0
1895,WY,CDBN_302,115.0
1896,WY,CDBN_324,124.0
1897,WY,CDBN_224,107.0
1898,WY,CDBN_087,124.0
1899,WY,CDBN_275,80.0
1900,WY,CDBN_170,80.0
1901,WY,CDBN_121,80.0
1902,WY,CDBN_026,83.0
1903,WY,CDBN_196,76.0
1904,WY,CDBN_208,92.0
1905,WY,CDBN_234,83.0
1906,WY,CDBN_235,76.0
1907,WY,CDBN_316,83.0
1908,WY,CDBN_084,76.0
1909,WY,CDBN_011,88.0
1910,WY,CDBN_016,90.0
1911,WY,CDBN_089,84.0
1912,WY,CDBN_123,108.0
1913,WY,CDBN_263,90.0
1914,WY,CDBN_126,99.0
1915,WY,CDBN_127,90.0
1916,WY,CDBN_028,88.0
1917,WY,CDBN_129,88.0
1918,WY,CDBN_079,108.0
1919,WY,CDBN_010,89.0
1920,WY,CDBN_012,78.0
1921,WY,CDBN_015,89.0
1922,WY,CDBN_277,93.0
1923,WY,CDBN_116,93.0
1924,WY,CDBN_298,84.0
1925,WY,CDBN_299,89.0
1926,WY,CDBN_249,78.0
1927,WY,CDBN_250,78.0
1928,WY,CDBN_251,78.0
1929,WY,CDBN_017,91.0
1930,WY,CDBN_021,97.0
1931,WY,CDBN_125,93.0
1932,WY,CDBN_027,93.0
1933,WY,CDBN_164,93.0
1934,WY,CDBN_044,93.0
1935,WY,CDBN_046,82.0
1936,WY,CDBN_285,91.0
1937,WY,CDBN_219,87.0
1938,WY,CDBN_311,84.0
1939,WY,CDBN_053,78.0
1940,WY,CDBN_065,84.0
1941,WY,CDBN_314,82.0
1942,WY,CDBN_317,81.0
1943,WY,CDBN_013,88.0
1944,WY,CDBN_014,83.0
1945,WY,CDBN_051,95.0
1946,WY,CDBN_293,90.0
1947,WY,CDBN_242,90.0
1948,WY,CDBN_239,95.0
1949,WY,CDBN_159,94.0
1950,WY,CDBN_247,81.0
1951,WY,CDBN_278,90.0
1952,WY,CDBN_024,86.0
1953,WY,CDBN_268,90.0
1954,WY,CDBN_036,95.0
1955,WY,CDBN_037,95.0
1956,WY,CDBN_048,90.0
1957,WY,CDBN_271,90.0
1958,WY,CDBN_193,90.0
1959,WY,CDBN_128,79.0
1960,WY,CDBN_303,92.0
1961,WY,CDBN_199,87.0
1962,WY,CDBN_232,95.0
1963,WY,CDBN_203,90.0
1964,WY,CDBN_098,90.0
1965,WY,CDBN_165,90.0
1966,WY,CDBN_307,95.0
1967,WY,CDBN_138,90.0
1968,WY,CDBN_318,81.0
1969,WY,CDBN_300,96.0
1970,WY,CDBN_039,97.0
1971,WY,CDBN_284,96.0
1972,WY,CDBN_238,97.0
1973,WY,CDBN_290,91.0
1974,WY,CDBN_273,109.0
1975,WY,CDBN_274,97.0
1976,WY,CDBN_002,98.0
1977,WY,CDBN_115,97.0
1978,WY,CDBN_259,99.0
1979,WY,CDBN_166,101.0
1980,WY,CDBN_226,100.0
1981,WY,CDBN_009,100.0
1982,WY,CDBN_154,101.0
1983,WY,CDBN_241,92.0
1984,WY,CDBN_267,98.0
1985,WY,CDBN_038,99.0
1986,WY,CDBN_040,92.0
1987,WY,CDBN_043,95.0
1988,WY,CDBN_093,97.0
1989,WY,CDBN_179,90.0
1990,WY,CDBN_201,97.0
1991,WY,CDBN_086,89.0
1992,WY,CDBN_088,108.0
1993,WY,CDBN_155,102.0
1994,WY,CDBN_296,97.0
1995,WY,CDBN_321,105.0
1996,WY,CDBN_248,105.0
1997,WY,CDBN_301,111.0
1998,WY,CDBN_257,99.0
1999,WY,CDBN_146,105.0
2000,WY,CDBN_265,90.0
2001,WY,CDBN_042,102.0
2002,WY,CDBN_306,94.0
2003,WY,CDBN_312,91.0
2004,WY,CDBN_144,105.0
2005,WY,CDBN_288,100.0
2006,WY,CDBN_097,111.0
2007,WY,CDBN_030,109.0
2008,WY,CDBN_031,97.0
2009,WY,CDBN_032,105.0
2010,WY,CDBN_033,111.0
2011,WY,CDBN_034,101.0
2012,WY,CDBN_192,102.0
2013,WY,CDBN_041,93.0
2014,WY,CDBN_076,102.0
2015,WY,CDBN_077,114.0
2016,WY,CDBN_207,109.0
2017,WY,CDBN_186,89.0
2018,WY,CDBN_006,85.0
2019,WY,CDBN_187,92.0
2020,WY,CDBN_008,89.0
2021,WY,CDBN_007,95.0
2022,WY,CDBN_147,95.0
2023,WY,CDBN_023,102.0
2024,WY,CDBN_124,89.0
2025,WY,CDBN_073,92.0
2026,WY,CDBN_075,89.0
2027,WY,CDBN_175,89.0
2028,WY,CDBN_003,114.0
2029,WY,CDBN_005,114.0
2030,WY,CDBN_004,111.0
2031,WY,CDBN_279,104.0
2032,WY,CDBN_022,103.0
2033,WY,CDBN_322,111.0
2034,WY,CDBN_047,114.0
2035,WY,CDBN_050,106.0
2036,WY,CDBN_323,110.0
2037,WY,CDBN_280,102.0
2038,WY,CDBN_281,103.0
2039,WY,CDBN_112,94.0
2040,WY,CDBN_133,94.0
2041,WY,CDBN_090,102.0
2042,WY,CDBN_153,91.0
2043,WY,CDBN_220,97.0
2044,WY,CDBN_099,117.0
2045,WY,CDBN_229,115.0
2046,WY,CDBN_294,117.0
2047,WY,CDBN_145,122.0
2048,WY,CDBN_103,108.0
2049,WY,CDBN_104,117.0
2050,WY,CDBN_106,122.0
2051,WY,CDBN_107,122.0
2052,WY,CDBN_177,109.0
2053,WY,CDBN_108,108.0
2054,WY,CDBN_109,112.0
2055,WY,CDBN_110,117.0
2056,WY,CDBN_111,116.0
2057,WY,CDBN_156,117.0
2058,WY,CDBN_282,117.0
2059,WY,CDBN_194,122.0
2060,WY,CDBN_130,116.0
2061,WY,CDBN_113,121.0
2062,WY,CDBN_132,121.0
2063,WY,CDBN_162,117.0
2064,WY,CDBN_221,114.0
2065,WY,CDBN_049,115.0
2066,WY,CDBN_292,117.0
2067,WY,CDBN_105,98.0
2068,WY,CDBN_231,102.0
2069,WY,CDBN_276,99.0
2070,WY,CDBN_137,100.0
2071,WY,CDBN_150,101.0
2072,WY,CDBN_258,92.0
2073,WY,CDBN_264,107.0
2074,WY,CDBN_266,93.0
2075,WY,CDBN_169,106.0
2076,WY,CDBN_152,105.0
2077,WY,CDBN_230,93.0
2078,WY,CDBN_209,106.0
2079,WY,CDBN_135,104.0
2080,WY,CDBN_222,96.0
2081,WY,CDBN_148,110.0
2082,WY,CDBN_227,98.0
2083,WY,CDBN_149,93.0
2084,WY,CDBN_176,110.0
2085,WY,CDBN_117,110.0
2086,WY,CDBN_118,110.0
2087,WY,CDBN_260,99.0
2088,WY,CDBN_114,110.0
2089,WY,CDBN_233,110.0
2090,ID,CDBN_054,100.0
2091,ID,CDBN_171,100.0
2092,ID,CDBN_185,98.0
2093,ID,CDBN_067,105.0
2094,ID,CDBN_062,105.0
2095,ID,CDBN_068,105.0
2096,ID,CDBN_172,105.0
2097,ID,CDBN_173,100.0
2098,ID,CDBN_160,105.0
2099,ID,CDBN_063,105.0
2100,ID,CDBN_095,92.0
2101,ID,CDBN_069,105.0
2102,ID,CDBN_070,105.0
2103,ID,CDBN_236,105.0
2104,ID,CDBN_161,105.0
2105,ID,CDBN_059,105.0
2106,ID,CDBN_071,102.0
2107,ID,CDBN_310,100.0
2108,ID,CDBN_060,105.0
2109,ID,CDBN_235,98.0
2110,ID,CDBN_218,102.0
2111,ID,CDBN_343,105.0
2112,ID,CDBN_061,105.0
2113,ID,CDBN_243,87.0
2114,ID,CDBN_295,99.0
2115,ID,CDBN_066,97.0
2116,ID,CDBN_253,92.0
2117,ID,CDBN_269,90.0
2118,ID,CDBN_055,98.0
2119,ID,CDBN_195,100.0
2120,ID,CDBN_237,97.0
2121,ID,CDBN_305,84.0
2122,ID,CDBN_174,97.0
2123,ID,CDBN_064,100.0
2124,ID,CDBN_214,91.0
2125,ID,CDBN_217,99.0
2126,ID,CDBN_167,102.0
2127,ID,CDBN_141,91.0
2128,ID,CDBN_142,96.0
2129,ID,CDBN_143,97.0
2130,ID,CDBN_168,93.0
2131,ID,CDBN_163,96.0
2132,ID,CDBN_254,96.0
2133,ID,CDBN_096,95.0
2134,ID,CDBN_270,91.0
2135,ID,CDBN_056,104.0
2136,ID,CDBN_272,97.0
2137,ID,CDBN_197,101.0
2138,ID,CDBN_198,95.0
2139,ID,CDBN_200,101.0
2140,ID,CDBN_189,90.0
2141,ID,CDBN_206,92.0
2142,ID,CDBN_210,96.0
2143,ID,CDBN_211,95.0
2144,ID,CDBN_215,101.0
2145,ID,CDBN_216,93.0
2146,ID,CDBN_228,102.0
2147,ID,CDBN_091,89.3333
2148,ID,CDBN_244,95.3333
2149,ID,CDBN_035,87.3333
2150,ID,CDBN_178,91.3333
2151,ID,CDBN_139,87.6667
2152,ID,CDBN_353,90.6667
2153,ID,CDBN_320,98.0
2154,ID,CDBN_252,98.0
2155,ID,CDBN_304,100.0
2156,ID,CDBN_204,98.0
2157,ID,CDBN_212,96.0
2158,ID,CDBN_213,95.0
2159,ID,CDBN_225,95.0
2160,ID,CDBN_010,91.0
2161,ID,CDBN_013,87.0
2162,ID,CDBN_014,84.0
2163,ID,CDBN_051,91.0
2164,ID,CDBN_293,88.0
2165,ID,CDBN_277,92.0
2166,ID,CDBN_242,90.0
2167,ID,CDBN_116,90.0
2168,ID,CDBN_239,92.0
2169,ID,CDBN_159,90.0
2170,ID,CDBN_299,90.0
2171,ID,CDBN_247,81.0
2172,ID,CDBN_249,81.0
2173,ID,CDBN_278,86.0
2174,ID,CDBN_089,85.0
2175,ID,CDBN_024,84.0
2176,ID,CDBN_268,87.0
2177,ID,CDBN_036,90.0
2178,ID,CDBN_037,92.0
2179,ID,CDBN_048,87.0
2180,ID,CDBN_271,94.0
2181,ID,CDBN_193,91.0
2182,ID,CDBN_128,80.0
2183,ID,CDBN_303,90.0
2184,ID,CDBN_199,85.0
2185,ID,CDBN_232,90.0
2186,ID,CDBN_203,87.0
2187,ID,CDBN_098,91.0
2188,ID,CDBN_165,84.0
2189,ID,CDBN_307,88.0
2190,ID,CDBN_138,90.0
2191,ID,CDBN_318,87.0
2192,ID,CDBN_115,94.0
2193,ID,CDBN_275,93.0
2194,ID,CDBN_300,90.0
2195,ID,CDBN_123,94.0
2196,ID,CDBN_259,95.0
2197,ID,CDBN_039,92.0
2198,ID,CDBN_284,89.0
2199,ID,CDBN_196,91.0
2200,ID,CDBN_238,92.0
2201,ID,CDBN_285,95.0
2202,ID,CDBN_324,90.0
2203,ID,CDBN_166,94.0
2204,ID,CDBN_290,92.0
2205,ID,CDBN_053,90.0
2206,ID,CDBN_065,91.0
2207,ID,CDBN_317,89.0
2208,ID,CDBN_084,90.0
2209,ID,CDBN_226,91.0
2210,ID,CDBN_087,92.0
2211,ID,CDBN_273,93.0
2212,ID,CDBN_002,111.0
2213,ID,CDBN_009,89.0
2214,ID,CDBN_154,90.0
2215,ID,CDBN_241,88.0
2216,ID,CDBN_298,88.0
2217,ID,CDBN_267,88.0
2218,ID,CDBN_038,89.0
2219,ID,CDBN_040,86.0
2220,ID,CDBN_043,90.0
2221,ID,CDBN_093,93.0
2222,ID,CDBN_179,86.0
2223,ID,CDBN_201,87.0
2224,ID,CDBN_086,85.0
2225,ID,CDBN_088,91.0
2226,ID,CDBN_155,96.0
2227,ID,CDBN_296,94.0
2228,ID,CDBN_321,99.0
2229,ID,CDBN_248,96.0
2230,ID,CDBN_301,100.0
2231,ID,CDBN_257,92.0
2232,ID,CDBN_146,96.0
2233,ID,CDBN_265,87.0
2234,ID,CDBN_042,95.0
2235,ID,CDBN_306,89.0
2236,ID,CDBN_312,89.0
2237,ID,CDBN_314,94.0
2238,ID,CDBN_316,95.0
2239,ID,CDBN_144,97.0
2240,ID,CDBN_170,91.0
2241,ID,CDBN_288,91.0
2242,ID,CDBN_097,97.0
2243,ID,CDBN_030,93.0
2244,ID,CDBN_031,88.0
2245,ID,CDBN_032,93.0
2246,ID,CDBN_033,97.0
2247,ID,CDBN_034,95.0
2248,ID,CDBN_192,95.0
2249,ID,CDBN_041,84.0
2250,ID,CDBN_076,86.0
2251,ID,CDBN_077,98.0
2252,ID,CDBN_207,96.0
2253,ID,CDBN_186,87.0
2254,ID,CDBN_006,82.0
2255,ID,CDBN_187,86.0
2256,ID,CDBN_008,85.0
2257,ID,CDBN_007,92.0
2258,ID,CDBN_147,89.0
2259,ID,CDBN_023,92.0
2260,ID,CDBN_124,91.0
2261,ID,CDBN_073,91.0
2262,ID,CDBN_075,91.0
2263,ID,CDBN_175,90.0
2264,ID,CDBN_274,86.0
2265,ID,CDBN_003,90.0
2266,ID,CDBN_005,97.0
2267,ID,CDBN_004,92.0
2268,ID,CDBN_279,91.0
2269,ID,CDBN_022,90.0
2270,ID,CDBN_322,95.0
2271,ID,CDBN_047,92.0
2272,ID,CDBN_311,93.0
2273,ID,CDBN_001,100.0
2274,ID,CDBN_294,95.0
2275,ID,CDBN_050,96.0
2276,ID,CDBN_297,89.0
2277,ID,CDBN_182,91.0
2278,ID,CDBN_287,93.0
2279,ID,CDBN_289,100.0
2280,ID,CDBN_045,90.0
2281,ID,CDBN_072,91.0
2282,ID,CDBN_134,96.0
2283,ID,CDBN_291,101.0
2284,ID,CDBN_246,94.0
2285,ID,CDBN_286,88.0
2286,ID,CDBN_074,88.0
2287,ID,CDBN_080,91.0
2288,ID,CDBN_090,87.0
2289,ID,CDBN_081,84.0
2290,ID,CDBN_309,87.0
2291,ID,CDBN_313,84.0
2292,ID,CDBN_315,89.0
2293,ID,CDBN_136,91.0
2294,ID,CDBN_323,89.0
2295,ID,CDBN_188,90.0
2296,ID,CDBN_180,98.0
2297,ID,CDBN_153,81.0
2298,ID,CDBN_308,98.0
2299,ID,CDBN_319,79.0
2300,ID,CDBN_025,80.0
2301,ID,CDBN_280,82.0
2302,ID,CDBN_049,86.0
2303,ID,CDBN_100,86.0
2304,ID,CDBN_120,91.0
2305,ID,CDBN_276,89.0
2306,ID,CDBN_281,93.0
2307,ID,CDBN_157,93.0
2308,ID,CDBN_133,87.0
2309,ID,CDBN_112,86.0
2310,ID,CDBN_220,91.0
2311,ID,CDBN_099,82.0
2312,ID,CDBN_101,84.0
2313,ID,CDBN_102,86.0
2314,ID,CDBN_110,85.0
2315,ID,CDBN_111,82.0
2316,ID,CDBN_282,86.0
2317,ID,CDBN_283,86.0
2318,ID,CDBN_057,84.0
2319,ID,CDBN_221,85.0
2320,ID,CDBN_229,92.0
2321,ID,CDBN_145,97.0
2322,ID,CDBN_103,83.0
2323,ID,CDBN_104,84.0
2324,ID,CDBN_106,96.0
2325,ID,CDBN_107,93.0
2326,ID,CDBN_177,90.0
2327,ID,CDBN_108,95.0
2328,ID,CDBN_109,82.0
2329,ID,CDBN_156,95.0
2330,ID,CDBN_194,97.0
2331,ID,CDBN_130,82.0
2332,ID,CDBN_113,97.0
2333,ID,CDBN_132,83.0
2334,ID,CDBN_162,95.0
2335,ID,CDBN_292,92.0
2336,ID,CDBN_105,95.0
2337,ID,CDBN_169,95.0
2338,ID,CDBN_231,95.0
2339,ID,CDBN_137,99.0
2340,ID,CDBN_150,95.0
2341,ID,CDBN_258,93.0
2342,ID,CDBN_264,96.0
2343,ID,CDBN_266,92.0
2344,ID,CDBN_152,95.0
2345,ID,CDBN_230,93.0
2346,ID,CDBN_209,94.0
2347,ID,CDBN_135,95.0
2348,ID,CDBN_222,94.0
2349,ID,CDBN_148,101.0
2350,ID,CDBN_227,95.0
2351,ID,CDBN_149,93.0
2352,ID,CDBN_117,93.0
2353,ID,CDBN_118,92.0
2354,ID,CDBN_260,91.0
2355,ID,CDBN_131,96.0
2356,ID,CDBN_151,97.0
2357,ID,CDBN_176,93.0
2358,ID,CDBN_122,88.2323076923077
2359,ID,CDBN_191,87.7746153846154
2360,ID,CDBN_114,93.0
2361,ID,CDBN_233,90.0
2362,NY,CDBN_054,87.0
2363,NY,CDBN_171,85.0
2364,NY,CDBN_185,93.0
2365,NY,CDBN_067,99.0
2366,NY,CDBN_062,99.0
2367,NY,CDBN_068,96.0
2368,NY,CDBN_172,96.0
2369,NY,CDBN_173,84.0
2370,NY,CDBN_160,88.0
2371,NY,CDBN_063,100.0
2372,NY,CDBN_095,78.0
2373,NY,CDBN_069,86.0
2374,NY,CDBN_070,86.0
2375,NY,CDBN_236,96.0
2376,NY,CDBN_161,97.0
2377,NY,CDBN_059,92.0
2378,NY,CDBN_071,90.0
2379,NY,CDBN_310,100.0
2380,NY,CDBN_060,88.0
2381,NY,CDBN_235,83.0
2382,NY,CDBN_218,91.0
2383,NY,CDBN_343,92.0
2384,NY,CDBN_061,95.0
2385,NY,CDBN_052,102.0
2386,NY,CDBN_064,92.0
2387,NY,CDBN_262,86.0
2388,NY,CDBN_083,82.0
2389,NY,CDBN_143,85.0
2390,NY,CDBN_253,78.0
2391,NY,CDBN_237,77.0
2392,NY,CDBN_058,77.0
2393,NY,CDBN_217,79.0
2394,NY,CDBN_167,88.0
2395,NY,CDBN_261,76.0
2396,NY,CDBN_243,81.0
2397,NY,CDBN_295,93.0
2398,NY,CDBN_066,90.0
2399,NY,CDBN_269,101.0
2400,NY,CDBN_055,89.0
2401,NY,CDBN_195,94.0
2402,NY,CDBN_305,79.0
2403,NY,CDBN_174,91.0
2404,NY,CDBN_214,83.0
2405,NY,CDBN_141,82.0
2406,NY,CDBN_142,86.0
2407,NY,CDBN_255,90.0
2408,NY,CDBN_270,82.0
2409,NY,CDBN_197,88.0
2410,NY,CDBN_210,87.0
2411,NY,CDBN_085,88.0
2412,NY,CDBN_228,93.0
2413,NY,CDBN_184,81.0
2414,NY,CDBN_254,83.0
2415,NY,CDBN_215,91.0
2416,NY,CDBN_168,90.0
2417,NY,CDBN_163,90.0
2418,NY,CDBN_096,83.0
2419,NY,CDBN_056,88.0
2420,NY,CDBN_272,87.0
2421,NY,CDBN_198,84.0
2422,NY,CDBN_200,90.0
2423,NY,CDBN_189,81.0
2424,NY,CDBN_206,83.0
2425,NY,CDBN_211,92.0
2426,NY,CDBN_216,83.0
2427,NY,CDBN_091,82.3333333333333
2428,NY,CDBN_244,90.6666666666667
2429,NY,CDBN_035,85.0
2430,NY,CDBN_178,87.0
2431,NY,CDBN_139,79.3333333333333
2432,NY,CDBN_353,83.0
2433,NY,CDBN_320,89.0
2434,NY,CDBN_252,82.0
2435,NY,CDBN_304,79.0
2436,NY,CDBN_204,89.0
2437,NY,CDBN_212,88.0
2438,NY,CDBN_213,84.0
2439,NY,CDBN_225,86.0
2440,NY,CDBN_092,80.0
2441,NY,CDBN_181,74.0
2442,NY,CDBN_183,76.0
2443,NY,CDBN_019,81.0
2444,NY,CDBN_020,71.0
2445,NY,CDBN_302,76.0
2446,NY,CDBN_078,77.0
2447,NY,CDBN_165,75.0
2448,NY,CDBN_158,76.0
2449,NY,CDBN_094,96.0
2450,NY,CDBN_082,76.0
2451,NY,CDBN_223,82.0
2452,NY,CDBN_245,97.0
2453,NY,CDBN_324,89.6666666666667
2454,NY,CDBN_224,86.3333333333333
2455,NY,CDBN_087,103.0
2456,NY,CDBN_275,83.0
2457,NY,CDBN_170,84.0
2458,NY,CDBN_121,95.0
2459,NY,CDBN_026,91.0
2460,NY,CDBN_196,78.0
2461,NY,CDBN_208,92.0
2462,NY,CDBN_234,98.0
2463,NY,CDBN_316,96.0
2464,NY,CDBN_084,83.0
2465,NY,CDBN_011,77.3333333333333
2466,NY,CDBN_016,71.6666666666667
2467,NY,CDBN_089,73.0
2468,NY,CDBN_123,81.0
2469,NY,CDBN_263,71.6666666666667
2470,NY,CDBN_126,77.0
2471,NY,CDBN_127,76.0
2472,NY,CDBN_028,75.6666666666667
2473,NY,CDBN_129,76.6666666666667
2474,NY,CDBN_079,80.6666666666667
2475,NY,CDBN_010,82.6666666666667
2476,NY,CDBN_012,74.3333333333333
2477,NY,CDBN_015,83.6666666666667
2478,NY,CDBN_277,87.3333333333333
2479,NY,CDBN_116,87.0
2480,NY,CDBN_298,76.6666666666667
2481,NY,CDBN_299,81.6666666666667
2482,NY,CDBN_249,75.0
2483,NY,CDBN_250,71.6666666666667
2484,NY,CDBN_251,75.3333333333333
2485,NY,CDBN_017,78.0
2486,NY,CDBN_021,86.0
2487,NY,CDBN_125,94.0
2488,NY,CDBN_027,85.3333333333333
2489,NY,CDBN_164,90.0
2490,NY,CDBN_044,86.0
2491,NY,CDBN_046,84.6666666666667
2492,NY,CDBN_285,88.0
2493,NY,CDBN_219,75.0
2494,NY,CDBN_311,74.3333333333333
2495,NY,CDBN_053,75.3333333333333
2496,NY,CDBN_065,80.3333333333333
2497,NY,CDBN_314,72.6666666666667
2498,NY,CDBN_317,75.0
2499,NY,CDBN_013,93.0
2500,NY,CDBN_014,89.0
2501,NY,CDBN_051,104.0
2502,NY,CDBN_293,105.0
2503,NY,CDBN_242,96.0
2504,NY,CDBN_239,111.0
2505,NY,CDBN_159,105.0
2506,NY,CDBN_247,88.0
2507,NY,CDBN_278,106.0
2508,NY,CDBN_024,92.0
2509,NY,CDBN_268,100.0
2510,NY,CDBN_036,113.0
