,location,genotype,SY
1608,ND,CDBN_095,3192.0
1609,ND,CDBN_342,4020.8
1610,ND,CDBN_069,2251.2
1611,ND,CDBN_059,3427.2
1612,ND,CDBN_310,2284.8
1613,ND,CDBN_349,2105.6
1614,ND,CDBN_185,3124.8
1615,ND,CDBN_173,3460.8
1616,ND,CDBN_070,3315.2
1617,ND,CDBN_236,3393.6
1618,ND,CDBN_235,2912.0
1619,ND,CDBN_218,3124.8
1620,ND,CDBN_343,3819.2
1621,ND,CDBN_171,1948.8
1622,ND,CDBN_052,3046.4
1623,ND,CDBN_063,3024.0
1624,ND,CDBN_064,2923.2
1625,ND,CDBN_262,4009.6
1626,ND,CDBN_083,3416.0
1627,ND,CDBN_143,3875.2
1628,ND,CDBN_253,2766.4
1629,ND,CDBN_237,1187.2
1630,ND,CDBN_172,2385.6
1631,ND,CDBN_058,2262.4
1632,ND,CDBN_217,1512.0
1633,ND,CDBN_167,2217.6
1634,ND,CDBN_261,2721.6
1635,ND,CDBN_243,2352.0
1636,ND,CDBN_066,1019.2
1637,ND,CDBN_269,2150.4
1638,ND,CDBN_055,1769.6
1639,ND,CDBN_195,2486.4
1640,ND,CDBN_305,2240.0
1641,ND,CDBN_174,2688.0
1642,ND,CDBN_214,2396.8
1643,ND,CDBN_141,2777.6
1644,ND,CDBN_142,2777.6
1645,ND,CDBN_295,2441.6
1646,ND,CDBN_184,1993.6
1647,ND,CDBN_254,2531.2
1648,ND,CDBN_255,2699.2
1649,ND,CDBN_270,1814.4
1650,ND,CDBN_197,1500.8
1651,ND,CDBN_210,2744.0
1652,ND,CDBN_215,2856.0
1653,ND,CDBN_228,3113.6
1654,ND,CDBN_096,2755.2
1655,ND,CDBN_056,2475.2
1656,ND,CDBN_272,2632.0
1657,ND,CDBN_198,2531.2
1658,ND,CDBN_200,2836.96
1659,ND,CDBN_206,2452.8
1660,ND,CDBN_211,2620.8
1661,ND,CDBN_216,2889.6
1662,ND,CDBN_244,3057.6
1663,ND,CDBN_035,1724.8
1664,ND,CDBN_178,2856.0
1665,ND,CDBN_139,2800.0
1666,ND,CDBN_353,2844.8
1667,ND,CDBN_320,2497.6
1668,ND,CDBN_252,2486.4
1669,ND,CDBN_304,3326.4
1670,ND,CDBN_204,1803.2
1671,ND,CDBN_212,2329.6
1672,ND,CDBN_213,2016.0
1673,ND,CDBN_225,2396.8
1674,ND,CDBN_181,2945.6
1675,ND,CDBN_183,3505.6
1676,ND,CDBN_019,2116.8
1677,ND,CDBN_302,3270.4
1678,ND,CDBN_082,3494.4
1679,ND,CDBN_223,2419.2
1680,ND,CDBN_224,2083.2
1681,ND,CDBN_275,1321.6
1682,ND,CDBN_170,1456.0
1683,ND,CDBN_121,1388.8
1684,ND,CDBN_026,1545.6
1685,ND,CDBN_196,1366.4
1686,ND,CDBN_208,1624.0
1687,ND,CDBN_234,1590.4
1688,ND,CDBN_316,1209.6
1689,ND,CDBN_084,1232.0
1690,ND,CDBN_010,3150.728
1691,ND,CDBN_011,3287.4576
1692,ND,CDBN_012,2859.864
1693,ND,CDBN_015,3253.488
1694,ND,CDBN_016,3076.8864
1695,ND,CDBN_277,2864.008
1696,ND,CDBN_116,2749.6336
1697,ND,CDBN_298,2783.76
1698,ND,CDBN_299,2926.3696
1699,ND,CDBN_249,2835.3696
1700,ND,CDBN_250,1634.5616
1701,ND,CDBN_251,2412.872
1702,ND,CDBN_017,3254.216
1703,ND,CDBN_089,2327.024
1704,ND,CDBN_263,2553.9696
1705,ND,CDBN_125,1999.2896
1706,ND,CDBN_126,2364.0176
1707,ND,CDBN_127,2817.416
1708,ND,CDBN_027,2392.264
1709,ND,CDBN_028,2883.272
1710,ND,CDBN_164,2778.72
1711,ND,CDBN_044,2547.608
1712,ND,CDBN_046,2323.496
1713,ND,CDBN_285,2368.1056
1714,ND,CDBN_079,1558.76
1715,ND,CDBN_219,2391.4576
1716,ND,CDBN_311,2840.432
1717,ND,CDBN_053,2862.832
1718,ND,CDBN_065,2718.856
1719,ND,CDBN_314,2618.28
1720,ND,CDBN_317,2762.1216
1721,ND,CDBN_013,2609.6
1722,ND,CDBN_014,2433.76
1723,ND,CDBN_051,2520.0
1724,ND,CDBN_293,2691.36
1725,ND,CDBN_242,3059.84
1726,ND,CDBN_239,2476.32
1727,ND,CDBN_159,2184.0
1728,ND,CDBN_247,2100.0
1729,ND,CDBN_278,2956.8
1730,ND,CDBN_024,2829.12
1731,ND,CDBN_268,2429.28
1732,ND,CDBN_036,2823.52
1733,ND,CDBN_037,2505.44
1734,ND,CDBN_048,2238.88
1735,ND,CDBN_271,2189.6
1736,ND,CDBN_193,2947.84
1737,ND,CDBN_128,2181.76
1738,ND,CDBN_303,2253.44
1739,ND,CDBN_199,3004.96
1740,ND,CDBN_232,2157.12
1741,ND,CDBN_203,2269.12
1742,ND,CDBN_098,2391.2
1743,ND,CDBN_165,2531.2
1744,ND,CDBN_307,2341.92
1745,ND,CDBN_138,2122.4
1746,ND,CDBN_318,2647.68
1747,ND,CDBN_300,3731.84
1748,ND,CDBN_039,2783.2
1749,ND,CDBN_284,2097.76
1750,ND,CDBN_238,3037.44
1751,ND,CDBN_324,3454.08
1752,ND,CDBN_290,3177.44
1753,ND,CDBN_087,2652.16
1754,ND,CDBN_273,3304.0
1755,ND,CDBN_274,3308.48
1756,ND,CDBN_002,2609.6
1757,ND,CDBN_115,1747.2
1758,ND,CDBN_168,1774.08
1759,ND,CDBN_123,2870.56
1760,ND,CDBN_259,3588.48
1761,ND,CDBN_166,2776.48
1762,ND,CDBN_226,3260.32
1763,ND,CDBN_009,2325.12
1764,ND,CDBN_154,2413.6
1765,ND,CDBN_241,2643.2
1766,ND,CDBN_267,2497.6
1767,ND,CDBN_038,2164.96
1768,ND,CDBN_040,2262.4
1769,ND,CDBN_043,2689.12
1770,ND,CDBN_179,2615.2
1771,ND,CDBN_201,2049.6
1772,ND,CDBN_086,2097.76
1773,ND,CDBN_088,2083.2
1774,ND,CDBN_155,2561.44
1775,ND,CDBN_296,2854.88
1776,ND,CDBN_321,3106.88
1777,ND,CDBN_248,2238.88
1778,ND,CDBN_301,3682.56
1779,ND,CDBN_257,3374.56
1780,ND,CDBN_146,2802.24
1781,ND,CDBN_265,2255.68
1782,ND,CDBN_042,3184.16
1783,ND,CDBN_093,2754.08
1784,ND,CDBN_306,2266.88
1785,ND,CDBN_312,2132.48
1786,ND,CDBN_144,2469.6
1787,ND,CDBN_288,2667.84
1788,ND,CDBN_097,2993.76
1789,ND,CDBN_030,2291.52
1790,ND,CDBN_031,2220.96
1791,ND,CDBN_032,2461.76
1792,ND,CDBN_033,2483.04
1793,ND,CDBN_034,2985.92
1794,ND,CDBN_192,2764.16
1795,ND,CDBN_041,2382.24
1796,ND,CDBN_076,2394.56
1797,ND,CDBN_077,2617.44
1798,ND,CDBN_207,2544.64
1799,ND,CDBN_186,2503.2
1800,ND,CDBN_006,3428.32
1801,ND,CDBN_187,2972.48
1802,ND,CDBN_008,3757.6
1803,ND,CDBN_007,2658.88
1804,ND,CDBN_147,3306.24
1805,ND,CDBN_023,3046.4
1806,ND,CDBN_124,3209.92
1807,ND,CDBN_073,2853.76
1808,ND,CDBN_075,2729.44
1809,ND,CDBN_175,3021.76
1810,ND,CDBN_001,1038.24
1811,ND,CDBN_005,2758.56
1812,ND,CDBN_294,3218.88
1813,ND,CDBN_050,1864.8
1814,ND,CDBN_297,2377.76
1815,ND,CDBN_182,2623.04
1816,ND,CDBN_287,1681.12
1817,ND,CDBN_279,1662.08
1818,ND,CDBN_289,1867.04
1819,ND,CDBN_045,1162.56
1820,ND,CDBN_047,1419.04
1821,ND,CDBN_072,1361.92
1822,ND,CDBN_134,1881.6
1823,ND,CDBN_291,1321.6
1824,ND,CDBN_322,1022.56
1825,ND,CDBN_003,2136.96
1826,ND,CDBN_286,2216.48
1827,ND,CDBN_074,825.44
1828,ND,CDBN_080,2409.12
1829,ND,CDBN_090,1602.72
1830,ND,CDBN_081,564.48
1831,ND,CDBN_309,2077.6
1832,ND,CDBN_313,2250.08
1833,ND,CDBN_315,1617.28
1834,ND,CDBN_136,1752.8
1835,ND,CDBN_246,1784.16
1836,ND,CDBN_323,1842.4
1837,ND,CDBN_188,800.8
1838,ND,CDBN_180,1475.04
1839,ND,CDBN_240,1722.56
1840,ND,CDBN_153,918.4
1841,ND,CDBN_308,2328.48
1842,ND,CDBN_319,1514.24
1843,ND,CDBN_099,2383.36
1844,ND,CDBN_101,2433.76
1845,ND,CDBN_110,2128.0
1846,ND,CDBN_111,2542.4
1847,ND,CDBN_282,910.56
1848,ND,CDBN_283,1020.32
1849,ND,CDBN_057,816.48
1850,ND,CDBN_112,1236.48
1851,ND,CDBN_221,2259.04
1852,ND,CDBN_049,2644.32
1853,ND,CDBN_229,2141.44
1854,ND,CDBN_145,2132.48
1855,ND,CDBN_103,1860.32
1856,ND,CDBN_104,1691.2
1857,ND,CDBN_106,1834.56
1858,ND,CDBN_107,1803.2
1859,ND,CDBN_177,2135.84
1860,ND,CDBN_108,1578.08
1861,ND,CDBN_109,1347.36
1862,ND,CDBN_280,1216.32
1863,ND,CDBN_156,1140.16
1864,ND,CDBN_194,1889.44
1865,ND,CDBN_130,1752.8
1866,ND,CDBN_113,1806.56
1867,ND,CDBN_132,1628.48
1868,ND,CDBN_162,1581.44
1869,ND,CDBN_105,2083.2
1870,ND,CDBN_169,963.2
1871,ND,CDBN_231,809.76
1872,ND,CDBN_276,2228.8
1873,ND,CDBN_137,1971.2
1874,ND,CDBN_150,941.92
1875,ND,CDBN_209,1183.84
1876,ND,CDBN_149,796.32
1877,ND,CDBN_117,1043.84
1878,ND,CDBN_118,1078.56
1879,ND,CDBN_258,1180.48
1880,ND,CDBN_260,1282.4
1881,ND,CDBN_264,991.2
1882,ND,CDBN_202,1172.64
1883,ND,CDBN_131,1217.44
1884,ND,CDBN_227,1139.04
1885,ND,CDBN_151,1295.84
1886,ND,CDBN_122,2330.72
1887,ND,CDBN_191,2544.64
1888,ND,CDBN_266,3053.12
1889,NE,CDBN_054,1695.68
1890,NE,CDBN_351,1490.72
1891,NE,CDBN_171,716.8
1892,NE,CDBN_345,1891.68
1893,NE,CDBN_332,2014.88
1894,NE,CDBN_339,996.8
1895,NE,CDBN_067,2234.4
1896,NE,CDBN_062,3069.92
1897,NE,CDBN_068,1856.96
1898,NE,CDBN_172,1019.2
1899,NE,CDBN_063,1322.72
1900,NE,CDBN_095,1594.88
1901,NE,CDBN_342,2130.24
1902,NE,CDBN_069,1396.64
1903,NE,CDBN_161,1332.8
1904,NE,CDBN_059,1878.24
1905,NE,CDBN_071,1134.56
1906,NE,CDBN_310,1685.6
1907,NE,CDBN_060,999.04
1908,NE,CDBN_061,791.84
1909,NE,CDBN_349,1507.52
1910,NE,CDBN_185,4392.64
1911,NE,CDBN_173,3707.2
1912,NE,CDBN_160,2555.84
1913,NE,CDBN_070,4116.0
1914,NE,CDBN_236,4567.36
1915,NE,CDBN_235,3774.4
1916,NE,CDBN_218,4033.12
1917,NE,CDBN_343,4808.16
1918,NE,CDBN_052,2845.92
1919,NE,CDBN_064,3735.2
1920,NE,CDBN_262,3867.36
1921,NE,CDBN_083,4095.84
1922,NE,CDBN_143,3875.2
1923,NE,CDBN_253,3683.68
1924,NE,CDBN_237,3401.44
1925,NE,CDBN_058,3026.24
1926,NE,CDBN_217,3177.44
1927,NE,CDBN_167,3001.6
1928,NE,CDBN_261,4122.72
1929,NE,CDBN_243,3534.72
1930,NE,CDBN_295,2971.36
1931,NE,CDBN_066,2719.36
1932,NE,CDBN_269,2121.28
1933,NE,CDBN_055,4166.4
1934,NE,CDBN_195,4603.2
1935,NE,CDBN_305,3682.56
1936,NE,CDBN_174,3792.32
1937,NE,CDBN_214,3134.88
1938,NE,CDBN_141,4370.24
1939,NE,CDBN_142,4721.92
1940,NE,CDBN_255,3043.04
1941,NE,CDBN_270,3181.92
1942,NE,CDBN_197,3248.0
1943,NE,CDBN_210,3504.48
1944,NE,CDBN_085,3989.44
1945,NE,CDBN_228,3268.16
1946,NE,CDBN_184,3324.16
1947,NE,CDBN_254,3240.16
1948,NE,CDBN_215,2115.68
1949,NE,CDBN_168,2573.76
1950,NE,CDBN_163,1884.96
1951,NE,CDBN_096,2646.56
1952,NE,CDBN_056,2671.2
1953,NE,CDBN_272,3792.32
1954,NE,CDBN_198,2770.88
1955,NE,CDBN_200,3312.96
1956,NE,CDBN_189,2138.08
1957,NE,CDBN_206,3161.76
1958,NE,CDBN_211,2084.32
1959,NE,CDBN_216,2947.84
1960,NE,CDBN_091,3098.76396831629
1961,NE,CDBN_244,3198.52923952062
1962,NE,CDBN_035,3527.4663731045
1963,NE,CDBN_178,3304.70669035039
1964,NE,CDBN_139,3515.8958886952
1965,NE,CDBN_353,3463.6312695448
1966,NE,CDBN_092,2875.04
1967,NE,CDBN_320,3488.8
1968,NE,CDBN_181,3724.0
1969,NE,CDBN_183,4014.08
1970,NE,CDBN_019,3119.2
1971,NE,CDBN_020,3103.52
1972,NE,CDBN_252,2761.92
1973,NE,CDBN_302,3572.8
1974,NE,CDBN_078,2736.16
1975,NE,CDBN_165,2793.28
1976,NE,CDBN_212,3558.24
1977,NE,CDBN_213,2517.76
1978,NE,CDBN_158,2842.56
1979,NE,CDBN_094,2442.72
1980,NE,CDBN_082,3508.96
1981,NE,CDBN_223,2695.84
1982,NE,CDBN_225,3764.32
1983,NE,CDBN_245,2959.04
1984,NE,CDBN_304,3508.96
1985,NE,CDBN_324,3360.0
1986,NE,CDBN_204,2889.6
1987,NE,CDBN_224,2422.56
1988,NE,CDBN_087,2692.48
1989,NE,CDBN_011,2022.72
1990,NE,CDBN_016,3026.24
1991,NE,CDBN_089,2166.08
1992,NE,CDBN_123,999.04
1993,NE,CDBN_263,2931.04
1994,NE,CDBN_126,1477.28
1995,NE,CDBN_127,1477.28
1996,NE,CDBN_028,1133.44
1997,NE,CDBN_129,1516.48
1998,NE,CDBN_196,2293.76
1999,NE,CDBN_079,806.4
2000,NE,CDBN_084,3297.28
2001,NE,CDBN_010,3850.02700693333
2002,NE,CDBN_012,2929.2834256
2003,NE,CDBN_015,3598.47106826667
2004,NE,CDBN_277,2652.327664
2005,NE,CDBN_116,2811.07655733333
2006,NE,CDBN_298,3621.42860053333
2007,NE,CDBN_299,4407.8461952
2008,NE,CDBN_249,3889.59211573333
2009,NE,CDBN_250,3124.66667893333
2010,NE,CDBN_251,2927.32959306667
2011,NE,CDBN_017,4306.7353616
2012,NE,CDBN_021,3056.28254026667
2013,NE,CDBN_026,3748.91617333333
2014,NE,CDBN_125,2667.46986613333
2015,NE,CDBN_027,3010.85593386667
2016,NE,CDBN_164,3190.60852693333
2017,NE,CDBN_044,3181.3278224
2018,NE,CDBN_046,2718.269512
2019,NE,CDBN_285,2235.67287626667
2020,NE,CDBN_219,3242.8735472
2021,NE,CDBN_311,3982.8876192
2022,NE,CDBN_053,3588.7019056
2023,NE,CDBN_065,4076.18312266667
2024,NE,CDBN_314,3271.20411893333
2025,NE,CDBN_317,3288.3001536
2026,NE,CDBN_051,1573.6
2027,NE,CDBN_293,2688.0
2028,NE,CDBN_242,2783.2
2029,NE,CDBN_239,2996.0
2030,NE,CDBN_159,1478.4
2031,NE,CDBN_300,2548.0
2032,NE,CDBN_278,1853.6
2033,NE,CDBN_024,2408.0
2034,NE,CDBN_268,2144.8
2035,NE,CDBN_037,2430.4
2036,NE,CDBN_039,2693.6
2037,NE,CDBN_048,2777.6
2038,NE,CDBN_193,3018.4
2039,NE,CDBN_128,2268.0
2040,NE,CDBN_284,1075.2
2041,NE,CDBN_303,2748.48
2042,NE,CDBN_238,2587.2
2043,NE,CDBN_307,2206.4
2044,NE,CDBN_290,2268.0
2045,NE,CDBN_138,1618.4
2046,NE,CDBN_273,2772.0
2047,NE,CDBN_274,2693.6
2048,NE,CDBN_318,2576.0
2049,NE,CDBN_002,2402.4
2050,NE,CDBN_115,1954.4
2051,NE,CDBN_275,3276.0
2052,NE,CDBN_259,3970.4
2053,NE,CDBN_203,1831.2
2054,NE,CDBN_098,2704.8
2055,NE,CDBN_166,3046.4
2056,NE,CDBN_226,2760.8
2057,NE,CDBN_009,2612.96
2058,NE,CDBN_154,2021.6
2059,NE,CDBN_241,2656.64
2060,NE,CDBN_267,2654.4
2061,NE,CDBN_038,2579.36
2062,NE,CDBN_040,2671.2
2063,NE,CDBN_043,2238.88
2064,NE,CDBN_093,1867.04
2065,NE,CDBN_179,3083.36
2066,NE,CDBN_201,2644.32
2067,NE,CDBN_086,3653.44
2068,NE,CDBN_088,2049.6
2069,NE,CDBN_155,3195.36
2070,NE,CDBN_296,3323.04
2071,NE,CDBN_321,2695.84
2072,NE,CDBN_248,2413.6
2073,NE,CDBN_301,2638.72
2074,NE,CDBN_257,2466.24
2075,NE,CDBN_146,3136.0
2076,NE,CDBN_265,3183.04
2077,NE,CDBN_042,3081.12
2078,NE,CDBN_306,2857.12
2079,NE,CDBN_312,3386.88
2080,NE,CDBN_316,2848.16
2081,NE,CDBN_144,3364.48
2082,NE,CDBN_170,571.2
2083,NE,CDBN_288,2084.32
2084,NE,CDBN_097,2422.56
2085,NE,CDBN_030,1955.52
2086,NE,CDBN_031,1100.96
2087,NE,CDBN_032,2567.04
2088,NE,CDBN_033,2304.96
2089,NE,CDBN_034,2066.4
2090,NE,CDBN_192,1841.28
2091,NE,CDBN_041,595.84
2092,NE,CDBN_076,2162.72
2093,NE,CDBN_077,1860.32
2094,NE,CDBN_207,1273.44
2095,NE,CDBN_186,2507.68
2096,NE,CDBN_006,2849.28
2097,NE,CDBN_187,2593.92
2098,NE,CDBN_008,2380.0
2099,NE,CDBN_147,3121.44
2100,NE,CDBN_023,2959.04
2101,NE,CDBN_124,2620.8
2102,NE,CDBN_073,2298.24
2103,NE,CDBN_075,1657.6
2104,NE,CDBN_175,2204.16
2105,NE,CDBN_007,1240.96
2106,NE,CDBN_003,2522.24
2107,NE,CDBN_005,2365.44
2108,NE,CDBN_004,2111.2
2109,NE,CDBN_279,1818.88
2110,NE,CDBN_322,2094.4
2111,NE,CDBN_047,1846.88
2112,NE,CDBN_001,2281.44
2113,NE,CDBN_294,1686.72
2114,NE,CDBN_050,2395.68
2115,NE,CDBN_297,2283.68
2116,NE,CDBN_182,1804.32
2117,NE,CDBN_287,1781.92
2118,NE,CDBN_289,1704.64
2119,NE,CDBN_045,1712.48
2120,NE,CDBN_072,1696.8
2121,NE,CDBN_134,1928.64
2122,NE,CDBN_291,1320.48
2123,NE,CDBN_074,2525.6
2124,NE,CDBN_080,3650.08
2125,NE,CDBN_081,3150.56
2126,NE,CDBN_309,2676.8
2127,NE,CDBN_313,2705.92
2128,NE,CDBN_315,3323.04
2129,NE,CDBN_286,3432.8
2130,NE,CDBN_090,2897.44
2131,NE,CDBN_136,2386.72
2132,NE,CDBN_246,1696.8
2133,NE,CDBN_323,1205.12
2134,NE,CDBN_188,2125.76
2135,NE,CDBN_180,2008.16
2136,NE,CDBN_240,2564.8
2137,NE,CDBN_153,2019.36
2138,NE,CDBN_308,1376.48
2139,NE,CDBN_319,2217.6
2140,NE,CDBN_025,2966.88
2141,NE,CDBN_280,2537.92
2142,NE,CDBN_049,3262.56
2143,NE,CDBN_100,1361.92
2144,NE,CDBN_120,2191.84
2145,NE,CDBN_276,1588.16
2146,NE,CDBN_281,2309.44
2147,NE,CDBN_157,2974.72
2148,NE,CDBN_133,2182.88
2149,NE,CDBN_099,4263.84
2150,NE,CDBN_101,4454.24
2151,NE,CDBN_102,5299.84
2152,NE,CDBN_110,4488.96
2153,NE,CDBN_111,3412.64
2154,NE,CDBN_282,3507.84
2155,NE,CDBN_283,4064.48
2156,NE,CDBN_057,4295.2
2157,NE,CDBN_112,3231.2
2158,NE,CDBN_221,4391.52
2159,NE,CDBN_229,2496.48
2160,NE,CDBN_145,2761.92
2161,NE,CDBN_103,2513.28
2162,NE,CDBN_104,2467.36
2163,NE,CDBN_106,2299.36
2164,NE,CDBN_107,2793.28
2165,NE,CDBN_177,2983.68
2166,NE,CDBN_108,2509.92
2167,NE,CDBN_109,2590.56
2168,NE,CDBN_156,2068.64
2169,NE,CDBN_194,2737.28
2170,NE,CDBN_130,2788.8
2171,NE,CDBN_113,2780.96
2172,NE,CDBN_132,2815.68
2173,NE,CDBN_162,2020.48
2174,NE,CDBN_292,2169.44
2175,NE,CDBN_105,3047.52
2176,NE,CDBN_169,3212.16
2177,NE,CDBN_231,3687.04
2178,NE,CDBN_137,3806.88
2179,NE,CDBN_150,4104.8
2180,NE,CDBN_258,2096.64
2181,NE,CDBN_264,2554.72
2182,NE,CDBN_266,3013.92
2183,NE,CDBN_152,1757.28
2184,NE,CDBN_230,1855.84
2185,NE,CDBN_209,1842.4
2186,NE,CDBN_135,2235.52
2187,NE,CDBN_222,2556.96
2188,NE,CDBN_148,2343.04
2189,NE,CDBN_227,2681.28
2190,NE,CDBN_149,2289.28
2191,NE,CDBN_117,2250.08
2192,NE,CDBN_118,1815.52
2193,NE,CDBN_122,2364.32
2194,NE,CDBN_260,2067.52
2195,NE,CDBN_202,2532.32
2196,NE,CDBN_205,2406.88
2197,NE,CDBN_256,2579.36
2198,NE,CDBN_131,2582.72
2199,NE,CDBN_151,3615.36
2200,NE,CDBN_176,3363.36
2201,NE,CDBN_191,2441.6
2202,NE,CDBN_114,2942.24
2203,NE,CDBN_233,3198.72
2204,ON,CDBN_054,2130.24
2205,ON,CDBN_351,3288.32
2206,ON,CDBN_171,1551.2
2207,ON,CDBN_345,2699.2
2208,ON,CDBN_332,2514.4
2209,ON,CDBN_339,2834.72
2210,ON,CDBN_067,3392.48
2211,ON,CDBN_062,2620.8
2212,ON,CDBN_068,2100.0
2213,ON,CDBN_172,1892.8
2214,ON,CDBN_063,2609.6
2215,ON,CDBN_095,1076.32
2216,ON,CDBN_342,3304.0
2217,ON,CDBN_069,2476.32
2218,ON,CDBN_161,2105.6
2219,ON,CDBN_059,2667.84
2220,ON,CDBN_071,1774.08
2221,ON,CDBN_310,3756.48
2222,ON,CDBN_060,2003.68
2223,ON,CDBN_061,2567.04
2224,ON,CDBN_349,2597.28
2225,ON,CDBN_185,3299.52
2226,ON,CDBN_173,3344.32
2227,ON,CDBN_160,3195.36
2228,ON,CDBN_070,3083.36
2229,ON,CDBN_236,3131.52
2230,ON,CDBN_235,2428.16
2231,ON,CDBN_218,2768.64
2232,ON,CDBN_343,4234.72
2233,ON,CDBN_052,3977.12
2234,ON,CDBN_064,4303.04
2235,ON,CDBN_262,3881.92
2236,ON,CDBN_083,4286.24
2237,ON,CDBN_143,3013.92
2238,ON,CDBN_253,1652.0
2239,ON,CDBN_237,1968.96
2240,ON,CDBN_058,2042.88
2241,ON,CDBN_217,2489.76
2242,ON,CDBN_167,1134.56
2243,ON,CDBN_261,2255.68
2244,ON,CDBN_243,1099.84
2245,ON,CDBN_295,1002.4
2246,ON,CDBN_066,1084.16
2247,ON,CDBN_269,812.0
2248,ON,CDBN_055,1145.76
2249,ON,CDBN_195,2325.12
2250,ON,CDBN_305,736.96
2251,ON,CDBN_174,1384.32
2252,ON,CDBN_214,1628.48
2253,ON,CDBN_141,791.84
2254,ON,CDBN_142,1375.36
2255,ON,CDBN_255,1601.6
2256,ON,CDBN_270,2051.84
2257,ON,CDBN_197,2036.16
2258,ON,CDBN_210,2621.92
2259,ON,CDBN_085,2459.52
2260,ON,CDBN_228,1874.88
2261,ON,CDBN_184,1235.36
2262,ON,CDBN_254,1294.72
2263,ON,CDBN_215,1496.32
2264,ON,CDBN_168,2085.44
2265,ON,CDBN_096,1872.64
2266,ON,CDBN_056,1832.32
2267,ON,CDBN_272,1607.2
2268,ON,CDBN_198,2309.44
2269,ON,CDBN_200,2072.0
2270,ON,CDBN_189,2065.28
2271,ON,CDBN_206,2041.76
2272,ON,CDBN_211,1618.4
2273,ON,CDBN_216,2152.64
2274,ON,CDBN_091,1711.3059847576
2275,ON,CDBN_244,1567.5407368264
2276,ON,CDBN_163,1462.6012391144
2277,ON,CDBN_035,2409.2654805968
2278,ON,CDBN_178,2123.5523206184
2279,ON,CDBN_139,2177.9419217416
2280,ON,CDBN_353,1847.9416842208
2281,ON,CDBN_320,3522.4
2282,ON,CDBN_252,3147.2
2283,ON,CDBN_304,2421.44
2284,ON,CDBN_204,2927.68
2285,ON,CDBN_212,2713.76
2286,ON,CDBN_213,3108.0
2287,ON,CDBN_225,2440.48
2288,ON,CDBN_092,2125.6271568
2289,ON,CDBN_245,2000.1170784
2290,ON,CDBN_019,1800.6773344
2291,ON,CDBN_020,2279.618208
2292,ON,CDBN_302,2832.0600112
2293,ON,CDBN_324,2574.0981392
2294,ON,CDBN_224,2657.8251616
2295,ON,CDBN_087,1475.15844
2296,ON,CDBN_011,2662.5312
2297,ON,CDBN_016,2731.2768
2298,ON,CDBN_089,2648.9904
2299,ON,CDBN_123,2513.4368
2300,ON,CDBN_263,1857.8112
2301,ON,CDBN_126,2666.3056
2302,ON,CDBN_127,2278.528
2303,ON,CDBN_028,2448.5328
2304,ON,CDBN_129,2604.336
2305,ON,CDBN_196,2756.3984
2306,ON,CDBN_079,2213.344
2307,ON,CDBN_084,2665.5216
2308,ON,CDBN_010,1456.058128
2309,ON,CDBN_012,1713.514656
2310,ON,CDBN_015,1745.303392
2311,ON,CDBN_277,1446.612496
2312,ON,CDBN_116,1658.247024
2313,ON,CDBN_298,1899.740416
2314,ON,CDBN_299,2388.974112
2315,ON,CDBN_249,1832.166
2316,ON,CDBN_250,1770.189568
2317,ON,CDBN_251,1421.74648
2318,ON,CDBN_017,1738.998128
2319,ON,CDBN_021,1843.803584
2320,ON,CDBN_026,1924.385232
2321,ON,CDBN_125,1538.771808
2322,ON,CDBN_027,1921.431792
2323,ON,CDBN_164,1387.704416
2324,ON,CDBN_044,1861.416368
2325,ON,CDBN_046,1511.348048
2326,ON,CDBN_285,1234.296
2327,ON,CDBN_219,1685.871936
2328,ON,CDBN_311,1898.92024
2329,ON,CDBN_053,1636.738096
2330,ON,CDBN_065,1989.904784
2331,ON,CDBN_314,2027.977504
2332,ON,CDBN_317,2028.552288
2333,ON,CDBN_013,3113.6
2334,ON,CDBN_014,2620.8
2335,ON,CDBN_051,2354.24
2336,ON,CDBN_293,3046.4
2337,ON,CDBN_242,2844.8
2338,ON,CDBN_239,2253.44
2339,ON,CDBN_159,2014.88
2340,ON,CDBN_247,2283.68
2341,ON,CDBN_278,2275.84
2342,ON,CDBN_024,2229.92
2343,ON,CDBN_268,2990.4
2344,ON,CDBN_036,2716.0
2345,ON,CDBN_037,2264.64
2346,ON,CDBN_048,2825.76
2347,ON,CDBN_271,2692.48
2348,ON,CDBN_193,2527.84
2349,ON,CDBN_128,2609.6
2350,ON,CDBN_303,2347.52
2351,ON,CDBN_199,2821.28
2352,ON,CDBN_232,2987.04
2353,ON,CDBN_203,3001.6
2354,ON,CDBN_098,2915.36
2355,ON,CDBN_165,1842.4
2356,ON,CDBN_307,2471.84
2357,ON,CDBN_138,2839.2
2358,ON,CDBN_318,2403.52
2359,ON,CDBN_300,3702.72
2360,ON,CDBN_039,2866.08
2361,ON,CDBN_284,2410.24
2362,ON,CDBN_238,3774.4
2363,ON,CDBN_290,3715.04
2364,ON,CDBN_273,3680.32
2365,ON,CDBN_274,3437.28
2366,ON,CDBN_002,2328.48
2367,ON,CDBN_115,1921.92
2368,ON,CDBN_275,2522.24
2369,ON,CDBN_259,3017.28
2370,ON,CDBN_166,2736.16
2371,ON,CDBN_226,2559.2
2372,ON,CDBN_009,3329.76
2373,ON,CDBN_154,2302.72
2374,ON,CDBN_241,2652.16
2375,ON,CDBN_267,2758.56
2376,ON,CDBN_038,2469.6
