,location,genotype,SW
2339,WY,CDBN_198,313.0
2340,WY,CDBN_200,151.0
2341,WY,CDBN_189,571.0
2342,WY,CDBN_206,422.0
2343,WY,CDBN_211,409.0
2344,WY,CDBN_216,323.0
2345,WY,CDBN_091,495.0
2346,WY,CDBN_244,189.0
2347,WY,CDBN_035,340.0
2348,WY,CDBN_178,206.0
2349,WY,CDBN_139,319.0
2350,WY,CDBN_353,326.0
2351,WY,CDBN_092,544.0
2352,WY,CDBN_320,193.0
2353,WY,CDBN_181,179.0
2354,WY,CDBN_183,188.0
2355,WY,CDBN_019,386.0
2356,WY,CDBN_020,518.0
2357,WY,CDBN_252,188.0
2358,WY,CDBN_302,318.0
2359,WY,CDBN_078,498.0
2360,WY,CDBN_165,448.0
2361,WY,CDBN_212,159.0
2362,WY,CDBN_213,316.0
2363,WY,CDBN_158,563.0
2364,WY,CDBN_094,457.0
2365,WY,CDBN_082,332.0
2366,WY,CDBN_223,299.0
2367,WY,CDBN_225,359.0
2368,WY,CDBN_245,456.0
2369,WY,CDBN_304,377.0
2370,WY,CDBN_324,353.0
2371,WY,CDBN_204,201.0
2372,WY,CDBN_224,373.0
2373,WY,CDBN_087,624.0
2374,WY,CDBN_275,420.0
2375,WY,CDBN_170,560.0
2376,WY,CDBN_121,280.0
2377,WY,CDBN_026,210.0
2378,WY,CDBN_196,390.0
2379,WY,CDBN_208,390.0
2380,WY,CDBN_234,200.0
2381,WY,CDBN_316,220.0
2382,WY,CDBN_084,430.0
2383,WY,CDBN_011,391.75
2384,WY,CDBN_016,369.0
2385,WY,CDBN_089,355.75
2386,WY,CDBN_123,557.0
2387,WY,CDBN_263,331.0
2388,WY,CDBN_126,440.25
2389,WY,CDBN_127,525.75
2390,WY,CDBN_028,186.5
2391,WY,CDBN_129,190.25
2392,WY,CDBN_079,569.75
2393,WY,CDBN_010,402.0
2394,WY,CDBN_012,409.0
2395,WY,CDBN_015,387.0
2396,WY,CDBN_277,180.0
2397,WY,CDBN_116,172.0
2398,WY,CDBN_298,357.0
2399,WY,CDBN_299,355.0
2400,WY,CDBN_249,418.0
2401,WY,CDBN_250,423.0
2402,WY,CDBN_251,277.0
2403,WY,CDBN_017,349.0
2404,WY,CDBN_021,328.0
2405,WY,CDBN_125,494.0
2406,WY,CDBN_027,388.0
2407,WY,CDBN_164,490.0
2408,WY,CDBN_044,176.0
2409,WY,CDBN_046,327.0
2410,WY,CDBN_285,437.0
2411,WY,CDBN_219,397.0
2412,WY,CDBN_311,423.0
2413,WY,CDBN_053,422.0
2414,WY,CDBN_065,327.0
2415,WY,CDBN_314,319.0
2416,WY,CDBN_317,359.0
2417,WY,CDBN_013,440.0
2418,WY,CDBN_014,450.0
2419,WY,CDBN_051,550.0
2420,WY,CDBN_293,250.0
2421,WY,CDBN_242,450.0
2422,WY,CDBN_239,190.0
2423,WY,CDBN_159,520.0
2424,WY,CDBN_247,420.0
2425,WY,CDBN_278,530.0
2426,WY,CDBN_024,420.0
2427,WY,CDBN_268,250.0
2428,WY,CDBN_036,220.0
2429,WY,CDBN_037,220.0
2430,WY,CDBN_048,430.0
2431,WY,CDBN_271,210.0
2432,WY,CDBN_193,450.0
2433,WY,CDBN_128,370.0
2434,WY,CDBN_303,210.0
2435,WY,CDBN_199,400.0
2436,WY,CDBN_232,200.0
2437,WY,CDBN_203,220.0
2438,WY,CDBN_098,220.0
2439,WY,CDBN_307,240.0
2440,WY,CDBN_138,240.0
2441,WY,CDBN_318,380.0
2442,WY,CDBN_300,350.0
2443,WY,CDBN_039,190.0
2444,WY,CDBN_238,210.0
2445,WY,CDBN_290,320.0
2446,WY,CDBN_273,190.0
2447,WY,CDBN_274,320.0
2448,WY,CDBN_002,526.209871735081
2449,WY,CDBN_115,186.356988264437
2450,WY,CDBN_259,349.455246098336
2451,WY,CDBN_284,521.37116027085
2452,WY,CDBN_166,460.033376709574
2453,WY,CDBN_226,392.721133710511
2454,WY,CDBN_009,172.534389287044
2455,WY,CDBN_154,542.5752505211
2456,WY,CDBN_241,352.168407946925
2457,WY,CDBN_267,198.682833743162
2458,WY,CDBN_038,185.139963034955
2459,WY,CDBN_040,354.646528096669
2460,WY,CDBN_043,166.273060643563
2461,WY,CDBN_093,562.77035910129
2462,WY,CDBN_179,318.534346513792
2463,WY,CDBN_201,179.640756212135
2464,WY,CDBN_086,315.213974590438
2465,WY,CDBN_088,596.83277557321
2466,WY,CDBN_155,330.125843839621
2467,WY,CDBN_296,378.941444808387
2468,WY,CDBN_321,193.925998048585
2469,WY,CDBN_248,223.885937529931
2470,WY,CDBN_301,188.290954518738
2471,WY,CDBN_257,190.825792778982
2472,WY,CDBN_146,197.300091098582
2473,WY,CDBN_265,396.844190232406
2474,WY,CDBN_042,194.591552739442
2475,WY,CDBN_306,337.49472428247
2476,WY,CDBN_312,300.392655255391
2477,WY,CDBN_144,404.993669138964
2478,WY,CDBN_288,188.839679198851
2479,WY,CDBN_097,183.121885117335
2480,WY,CDBN_030,184.988951645856
2481,WY,CDBN_031,494.648756200261
2482,WY,CDBN_032,406.081387140232
2483,WY,CDBN_033,161.306155560327
2484,WY,CDBN_034,191.147454460868
2485,WY,CDBN_192,192.200385354085
2486,WY,CDBN_041,438.677862123443
2487,WY,CDBN_076,165.605297347806
2488,WY,CDBN_077,212.754647952927
2489,WY,CDBN_207,162.928487584641
2490,WY,CDBN_186,373.327497477893
2491,WY,CDBN_006,314.122513459584
2492,WY,CDBN_187,323.994935311171
2493,WY,CDBN_008,341.047300327549
2494,WY,CDBN_007,367.579343140713
2495,WY,CDBN_147,172.206875260304
2496,WY,CDBN_023,188.525731270008
2497,WY,CDBN_124,181.364617927085
2498,WY,CDBN_073,168.309057304505
2499,WY,CDBN_075,176.495295500249
2500,WY,CDBN_175,208.836514473131
2501,WY,CDBN_003,286.540056497561
2502,WY,CDBN_005,330.848219865529
2503,WY,CDBN_004,294.158825833748
2504,WY,CDBN_279,457.250916769798
2505,WY,CDBN_022,447.771875059862
2506,WY,CDBN_322,182.532357921787
2507,WY,CDBN_047,196.786511685744
2508,WY,CDBN_294,396.151012607546
2509,WY,CDBN_297,309.619733403167
2510,WY,CDBN_182,329.646009764273
2511,WY,CDBN_286,511.955879724198
2512,WY,CDBN_287,220.511866521944
2513,WY,CDBN_289,186.051234387055
2514,WY,CDBN_045,182.385568731661
2515,WY,CDBN_072,179.498579119762
2516,WY,CDBN_074,185.670450035055
2517,WY,CDBN_080,186.433583820649
2518,WY,CDBN_090,486.687671068283
2519,WY,CDBN_134,183.047986051509
2520,WY,CDBN_081,222.786301294519
2521,WY,CDBN_309,429.538739995871
2522,WY,CDBN_313,379.258285481304
2523,WY,CDBN_315,172.665743980068
2524,WY,CDBN_100,174.997264442762
2525,WY,CDBN_136,187.978826952192
2526,WY,CDBN_050,145.010520919322
2527,WY,CDBN_120,374.870173087306
2528,WY,CDBN_276,301.992616135579
2529,WY,CDBN_280,434.892530619022
2530,WY,CDBN_281,387.024666753959
2531,WY,CDBN_157,334.015397228012
2532,WY,CDBN_180,179.997186283984
2533,WY,CDBN_133,311.962111028638
2534,WY,CDBN_308,335.002148770783
2535,WY,CDBN_049,329.885752316829
2536,WY,CDBN_319,288.912681169197
2537,WY,CDBN_105,335.746046954582
2538,WY,CDBN_177,375.801913368384
2539,WY,CDBN_108,320.107910681468
2540,WY,CDBN_323,338.754973439611
2541,WY,CDBN_231,352.716103760218
2542,WY,CDBN_221,348.649430772974
2543,WY,CDBN_137,323.994935311171
2544,WY,CDBN_150,389.350136854626
2545,WY,CDBN_145,204.967180298124
2546,WY,CDBN_258,445.13480863567
2547,WY,CDBN_264,373.020041118214
2548,WY,CDBN_266,348.917207692114
2549,WY,CDBN_169,190.986261052526
2550,WY,CDBN_152,534.896662735552
2551,WY,CDBN_230,384.074826418076
2552,WY,CDBN_194,199.031316366717
2553,WY,CDBN_209,199.996635802358
2554,WY,CDBN_135,402.120895389848
2555,WY,CDBN_222,433.230534861268
2556,WY,CDBN_148,327.031268925557
2557,WY,CDBN_227,372.102026250819
2558,WY,CDBN_149,404.993187499775
2559,WY,CDBN_176,323.763290506601
2560,WY,CDBN_117,466.658816872169
2561,WY,CDBN_118,447.329753451428
2562,WY,CDBN_260,380.8500167924
2563,WY,CDBN_114,302.798644859645
2564,WY,CDBN_233,381.811759259047
2565,NY,CDBN_054,334.0
2566,NY,CDBN_171,656.0
2567,NY,CDBN_185,352.0
2568,NY,CDBN_067,405.0
2569,NY,CDBN_062,216.0
2570,NY,CDBN_068,275.0
2571,NY,CDBN_172,720.0
2572,NY,CDBN_173,314.0
2573,NY,CDBN_160,675.0
2574,NY,CDBN_063,680.0
2575,NY,CDBN_095,352.0
2576,NY,CDBN_069,300.0
2577,NY,CDBN_070,306.0
2578,NY,CDBN_236,324.0
2579,NY,CDBN_161,586.0
2580,NY,CDBN_059,361.0
2581,NY,CDBN_071,674.0
2582,NY,CDBN_310,191.0
2583,NY,CDBN_060,528.0
2584,NY,CDBN_235,319.0
2585,NY,CDBN_218,313.0
2586,NY,CDBN_343,317.0
2587,NY,CDBN_061,588.0
2588,NY,CDBN_052,500.0
2589,NY,CDBN_064,199.0
2590,NY,CDBN_262,341.0
2591,NY,CDBN_083,356.0
2592,NY,CDBN_143,354.0
2593,NY,CDBN_253,360.0
2594,NY,CDBN_237,396.0
2595,NY,CDBN_058,301.0
2596,NY,CDBN_217,373.0
2597,NY,CDBN_167,485.0
2598,NY,CDBN_261,376.0
2599,NY,CDBN_243,406.0
2600,NY,CDBN_295,191.0
2601,NY,CDBN_066,599.0
2602,NY,CDBN_269,327.0
2603,NY,CDBN_055,413.0
2604,NY,CDBN_195,389.0
2605,NY,CDBN_305,429.0
2606,NY,CDBN_174,433.0
2607,NY,CDBN_214,355.0
2608,NY,CDBN_141,452.0
2609,NY,CDBN_142,431.0
2610,NY,CDBN_255,199.0
2611,NY,CDBN_270,383.0
2612,NY,CDBN_197,213.0
2613,NY,CDBN_210,425.0
2614,NY,CDBN_085,345.0
2615,NY,CDBN_228,215.0
2616,NY,CDBN_184,286.0
2617,NY,CDBN_254,321.0
2618,NY,CDBN_215,163.0
2619,NY,CDBN_168,630.0
2620,NY,CDBN_163,620.0
2621,NY,CDBN_096,390.0
2622,NY,CDBN_056,210.0
2623,NY,CDBN_272,310.0
2624,NY,CDBN_198,320.0
2625,NY,CDBN_200,190.0
2626,NY,CDBN_189,620.0
2627,NY,CDBN_206,360.0
2628,NY,CDBN_211,370.0
2629,NY,CDBN_216,360.0
2630,NY,CDBN_091,544.920075757576
2631,NY,CDBN_244,197.775757575758
2632,NY,CDBN_035,327.182651515151
2633,NY,CDBN_178,205.26
2634,NY,CDBN_139,322.074242424242
2635,NY,CDBN_353,290.114393939394
2636,NY,CDBN_320,220.0
2637,NY,CDBN_252,200.0
2638,NY,CDBN_304,300.0
2639,NY,CDBN_204,180.0
2640,NY,CDBN_212,170.0
2641,NY,CDBN_213,350.0
2642,NY,CDBN_225,440.0
2643,NY,CDBN_092,510.0
2644,NY,CDBN_181,190.0
2645,NY,CDBN_183,180.0
2646,NY,CDBN_019,360.0
2647,NY,CDBN_020,430.0
2648,NY,CDBN_302,250.0
2649,NY,CDBN_078,430.0
2650,NY,CDBN_165,410.0
2651,NY,CDBN_158,500.0
2652,NY,CDBN_094,460.0
2653,NY,CDBN_082,300.0
2654,NY,CDBN_223,310.0
2655,NY,CDBN_245,415.215984848485
2656,NY,CDBN_324,352.247007575758
2657,NY,CDBN_224,322.731742424242
2658,NY,CDBN_087,706.438939393939
2659,NY,CDBN_275,350.0
2660,NY,CDBN_170,600.0
2661,NY,CDBN_121,270.0
2662,NY,CDBN_026,210.0
2663,NY,CDBN_196,400.0
2664,NY,CDBN_208,350.0
2665,NY,CDBN_234,220.0
2666,NY,CDBN_316,210.0
2667,NY,CDBN_084,380.0
2668,NY,CDBN_011,331.59125
2669,NY,CDBN_016,334.037916666667
2670,NY,CDBN_089,345.226136363636
2671,NY,CDBN_123,472.337765151515
2672,NY,CDBN_263,275.641363636364
2673,NY,CDBN_126,394.979015151515
2674,NY,CDBN_127,455.407234848485
2675,NY,CDBN_028,186.976060606061
2676,NY,CDBN_129,175.215378787879
2677,NY,CDBN_079,466.836856060606
2678,NY,CDBN_010,376.854924242424
2679,NY,CDBN_012,332.074924242424
2680,NY,CDBN_015,378.824962121212
2681,NY,CDBN_277,215.935606060606
2682,NY,CDBN_116,212.364015151515
2683,NY,CDBN_298,325.593295454545
2684,NY,CDBN_299,380.350681818182
2685,NY,CDBN_249,387.928068181818
2686,NY,CDBN_250,323.539090909091
2687,NY,CDBN_251,264.894696969697
2688,NY,CDBN_017,381.862121212121
2689,NY,CDBN_021,457.667613636364
2690,NY,CDBN_125,617.024090909091
2691,NY,CDBN_027,500.708484848485
2692,NY,CDBN_164,564.043295454546
2693,NY,CDBN_044,233.928068181818
2694,NY,CDBN_046,421.264318181818
2695,NY,CDBN_285,475.209810606061
2696,NY,CDBN_219,345.317348484849
2697,NY,CDBN_311,340.274810606061
2698,NY,CDBN_053,350.701590909091
2699,NY,CDBN_065,362.018409090909
2700,NY,CDBN_314,293.193143939394
2701,NY,CDBN_317,299.57
2702,NY,CDBN_013,390.0
2703,NY,CDBN_014,390.0
2704,NY,CDBN_051,610.0
2705,NY,CDBN_293,230.0
2706,NY,CDBN_242,370.0
2707,NY,CDBN_239,170.0
2708,NY,CDBN_159,640.0
2709,NY,CDBN_247,380.0
2710,NY,CDBN_278,590.0
2711,NY,CDBN_024,410.0
2712,NY,CDBN_268,240.0
2713,NY,CDBN_036,210.0
2714,NY,CDBN_037,220.0
2715,NY,CDBN_048,350.0
2716,NY,CDBN_271,200.0
2717,NY,CDBN_193,400.0
2718,NY,CDBN_128,330.0
2719,NY,CDBN_303,200.0
2720,NY,CDBN_199,370.0
2721,NY,CDBN_232,200.0
2722,NY,CDBN_203,210.0
2723,NY,CDBN_098,240.0
2724,NY,CDBN_307,240.0
2725,NY,CDBN_138,250.0
2726,NY,CDBN_318,400.0
2727,NY,CDBN_039,190.0
2728,NY,CDBN_284,680.0
2729,NY,CDBN_238,190.0
2730,NY,CDBN_273,200.0
2731,NY,CDBN_002,524.991793328287
2732,NY,CDBN_115,191.956373015506
2733,NY,CDBN_166,536.161831484208
2734,NY,CDBN_155,334.508045306519
2735,NY,CDBN_296,380.211994497602
2736,NY,CDBN_321,207.879426872429
2737,NY,CDBN_248,203.953646328975
2738,NY,CDBN_301,217.55055608424
2739,NY,CDBN_257,188.290954518738
2740,NY,CDBN_146,191.147454460868
2741,NY,CDBN_265,421.94689249827
2742,NY,CDBN_267,234.17290110255
2743,NY,CDBN_038,212.157581588232
2744,NY,CDBN_040,400.700450031484
2745,NY,CDBN_042,197.214308450278
2746,NY,CDBN_093,633.509650049776
2747,NY,CDBN_179,388.682870124798
2748,NY,CDBN_201,186.586963980107
2749,NY,CDBN_306,398.237848494855
2750,NY,CDBN_312,348.9176226428
2751,NY,CDBN_226,436.1470283035
2752,NY,CDBN_144,396.497298457727
2753,NY,CDBN_300,377.051462540016
2754,NY,CDBN_288,224.107168693498
2755,NY,CDBN_097,179.498579119762
2756,NY,CDBN_030,183.938730509181
2757,NY,CDBN_031,507.942787721881
2758,NY,CDBN_032,461.437344288545
2759,NY,CDBN_033,175.40329057836
2760,NY,CDBN_034,217.654946946084
2761,NY,CDBN_192,222.131689243702
2762,NY,CDBN_041,503.432751870854
2763,NY,CDBN_043,204.874846176892
2764,NY,CDBN_076,184.312437803998
2765,NY,CDBN_077,219.232919011909
2766,NY,CDBN_207,191.308692296769
2767,NY,CDBN_186,400.700450031484
2768,NY,CDBN_006,374.560618856845
2769,NY,CDBN_187,340.279752014734
2770,NY,CDBN_008,392.381409546401
2771,NY,CDBN_007,541.280321522243
2772,NY,CDBN_147,176.152586188598
2773,NY,CDBN_023,222.022961055135
2774,NY,CDBN_124,193.512333376979
2775,NY,CDBN_073,212.555252781462
2776,NY,CDBN_075,201.866003309141
2777,NY,CDBN_175,219.021202045215
2778,NY,CDBN_274,301.791689577937
2779,NY,CDBN_003,354.09282547669
2780,NY,CDBN_005,390.355343748399
2781,NY,CDBN_004,344.152435080152
2782,NY,CDBN_279,571.275704578891
2783,NY,CDBN_022,555.873663524068
2784,NY,CDBN_322,203.131620884747
2785,NY,CDBN_047,214.972942860493
2786,NY,CDBN_001,192.445018852626
2787,NY,CDBN_294,383.425958948132
2788,NY,CDBN_050,153.240847782311
2789,NY,CDBN_297,304.220596536311
2790,NY,CDBN_182,350.535478698331
2791,NY,CDBN_287,215.483567427857
2792,NY,CDBN_289,186.433583820649
2793,NY,CDBN_045,165.968865508833
2794,NY,CDBN_072,191.147454460868
2795,NY,CDBN_134,178.579885604583
2796,NY,CDBN_291,614.624538530677
2797,NY,CDBN_246,257.576893489858
2798,NY,CDBN_286,703.244820830449
2799,NY,CDBN_074,238.984673043014
2800,NY,CDBN_080,207.974740685759
2801,NY,CDBN_090,631.744999213983
2802,NY,CDBN_081,265.880955120539
2803,NY,CDBN_309,413.862143645657
2804,NY,CDBN_313,378.309348987189
2805,NY,CDBN_315,220.511866521944
2806,NY,CDBN_136,206.460131741302
2807,NY,CDBN_323,404.993669138964
2808,NY,CDBN_188,627.376084973222
2809,NY,CDBN_180,215.074874080436
2810,NY,CDBN_308,356.038390451837
2811,NY,CDBN_319,356.038390451837
2812,CO,CDBN_171,607.0
2813,CO,CDBN_052,422.0
2814,CO,CDBN_172,587.0
2815,CO,CDBN_063,503.0
2816,CO,CDBN_095,287.0
2817,CO,CDBN_064,169.0
2818,CO,CDBN_236,294.0
2819,CO,CDBN_310,180.0
2820,CO,CDBN_218,278.0
2821,CO,CDBN_262,324.0
2822,CO,CDBN_083,342.0
2823,CO,CDBN_143,328.0
2824,CO,CDBN_253,391.0
2825,CO,CDBN_237,423.0
2826,CO,CDBN_058,327.0
2827,CO,CDBN_217,420.0
2828,CO,CDBN_167,521.0
2829,CO,CDBN_261,402.0
2830,CO,CDBN_243,361.0
2831,CO,CDBN_295,222.0
2832,CO,CDBN_066,539.0
2833,CO,CDBN_269,287.0
2834,CO,CDBN_055,434.0
2835,CO,CDBN_195,434.0
2836,CO,CDBN_305,383.0
2837,CO,CDBN_174,434.0
2838,CO,CDBN_214,350.0
2839,CO,CDBN_141,481.0
2840,CO,CDBN_142,386.0
2841,CO,CDBN_255,181.0
2842,CO,CDBN_270,330.0
2843,CO,CDBN_197,202.0
2844,CO,CDBN_210,416.0
2845,CO,CDBN_085,330.0
2846,CO,CDBN_228,196.0
2847,CO,CDBN_184,450.0
2848,CO,CDBN_254,404.0
2849,CO,CDBN_215,195.0
2850,CO,CDBN_091,452.0
2851,CO,CDBN_244,172.0
2852,CO,CDBN_163,437.0
2853,CO,CDBN_096,379.0
2854,CO,CDBN_035,313.0
2855,CO,CDBN_272,296.0
2856,CO,CDBN_211,365.0
2857,CO,CDBN_178,179.0
2858,CO,CDBN_216,302.0
2859,CO,CDBN_139,279.0
2860,CO,CDBN_353,301.0
2861,CO,CDBN_320,210.0
2862,CO,CDBN_252,210.0
2863,CO,CDBN_056,220.0
2864,CO,CDBN_304,310.0
2865,CO,CDBN_198,350.0
2866,CO,CDBN_204,190.0
2867,CO,CDBN_212,180.0
2868,CO,CDBN_213,320.0
2869,CO,CDBN_225,340.0
2870,CO,CDBN_092,545.0
2871,CO,CDBN_181,208.0
2872,CO,CDBN_183,202.0
2873,CO,CDBN_019,394.0
2874,CO,CDBN_020,528.0
2875,CO,CDBN_302,323.0
2876,CO,CDBN_078,480.0
2877,CO,CDBN_165,494.0
2878,CO,CDBN_158,566.0
2879,CO,CDBN_094,465.0
2880,CO,CDBN_082,343.0
2881,CO,CDBN_223,331.0
2882,CO,CDBN_245,380.536912751678
2883,CO,CDBN_324,322.617354196302
2884,CO,CDBN_224,339.520958083832
2885,CO,CDBN_087,583.783783783784
2886,CO,CDBN_010,363.9
2887,CO,CDBN_011,310.4
2888,CO,CDBN_012,383.5
2889,CO,CDBN_015,331.3
2890,CO,CDBN_016,338.0
2891,CO,CDBN_277,188.4
2892,CO,CDBN_116,202.5
2893,CO,CDBN_298,336.0
2894,CO,CDBN_299,392.1
2895,CO,CDBN_249,397.1
2896,CO,CDBN_250,379.3
2897,CO,CDBN_251,234.2
2898,CO,CDBN_017,329.1
2899,CO,CDBN_021,372.9
2900,CO,CDBN_089,395.9
2901,CO,CDBN_026,182.5
2902,CO,CDBN_263,341.1
2903,CO,CDBN_125,450.0
2904,CO,CDBN_126,504.9
2905,CO,CDBN_127,472.7
2906,CO,CDBN_027,434.5
2907,CO,CDBN_028,187.4
2908,CO,CDBN_164,504.0
2909,CO,CDBN_044,191.1
2910,CO,CDBN_046,344.3
2911,CO,CDBN_285,473.7
2912,CO,CDBN_079,474.9
2913,CO,CDBN_219,347.1
2914,CO,CDBN_311,361.1
2915,CO,CDBN_053,365.5
2916,CO,CDBN_065,351.4
2917,CO,CDBN_314,326.9
2918,CO,CDBN_317,307.0
2919,CO,CDBN_013,360.0
2920,CO,CDBN_014,410.0
2921,CO,CDBN_051,430.0
2922,CO,CDBN_293,210.0
2923,CO,CDBN_242,390.0
2924,CO,CDBN_239,160.0
2925,CO,CDBN_159,440.0
2926,CO,CDBN_247,360.0
2927,CO,CDBN_278,470.0
2928,CO,CDBN_024,330.0
2929,CO,CDBN_268,240.0
2930,CO,CDBN_036,190.0
2931,CO,CDBN_037,190.0
2932,CO,CDBN_048,390.0
2933,CO,CDBN_271,200.0
2934,CO,CDBN_193,410.0
2935,CO,CDBN_128,340.0
2936,CO,CDBN_303,170.0
2937,CO,CDBN_199,340.0
2938,CO,CDBN_232,180.0
2939,CO,CDBN_203,200.0
2940,CO,CDBN_098,200.0
2941,CO,CDBN_307,220.0
2942,CO,CDBN_138,210.0
2943,CO,CDBN_318,340.0
2944,CO,CDBN_300,360.0
2945,CO,CDBN_039,190.0
2946,CO,CDBN_284,500.0
2947,CO,CDBN_238,200.0
2948,CO,CDBN_290,300.0
2949,CO,CDBN_273,190.0
2950,CO,CDBN_274,250.0
2951,CO,CDBN_002,522.572476308341
2952,CO,CDBN_115,201.955881315957
2953,CO,CDBN_168,513.114150945294
2954,CO,CDBN_275,385.053403595619
2955,CO,CDBN_123,537.432357151232
2956,CO,CDBN_259,373.635016009588
2957,CO,CDBN_196,322.154054996903
2958,CO,CDBN_166,482.545648335787
2959,CO,CDBN_084,378.625133084841
2960,CO,CDBN_226,362.294656098754
2961,CO,CDBN_009,177.740168274153
2962,CO,CDBN_154,583.774658218327
2963,CO,CDBN_241,421.163332809322
2964,CO,CDBN_267,223.444782973222
2965,CO,CDBN_038,199.644766476954
2966,CO,CDBN_040,365.21168231533
2967,CO,CDBN_043,187.280309428423
2968,CO,CDBN_093,592.931907759006
2969,CO,CDBN_179,377.051462540016
2970,CO,CDBN_201,203.313720051833
2971,CO,CDBN_086,302.597004293289
2972,CO,CDBN_088,594.486119837012
2973,CO,CDBN_155,330.848219865529
2974,CO,CDBN_296,382.778826527966
2975,CO,CDBN_321,164.942876158414
2976,CO,CDBN_248,203.404892123605
2977,CO,CDBN_301,162.8699854347
2978,CO,CDBN_257,194.675068427313
2979,CO,CDBN_146,183.49227727979
2980,CO,CDBN_265,429.538739995871
2981,CO,CDBN_042,175.607011008765
2982,CO,CDBN_306,381.812213329663
2983,CO,CDBN_312,325.389461575064
2984,CO,CDBN_316,188.682574640449
2985,CO,CDBN_144,396.844190232406
2986,CO,CDBN_170,534.897298862783
2987,CO,CDBN_288,200.616059016205
2988,CO,CDBN_097,167.069211578505
2989,CO,CDBN_030,168.747362141235
2990,CO,CDBN_031,473.479028638455
2991,CO,CDBN_032,430.762497089876
2992,CO,CDBN_033,158.432731203507
2993,CO,CDBN_034,198.682833743162
2994,CO,CDBN_192,206.648250312364
2995,CO,CDBN_041,482.032847434261
2996,CO,CDBN_076,167.377457356325
2997,CO,CDBN_077,200.704827183911
2998,CO,CDBN_207,160.848549445262
2999,CO,CDBN_186,348.9176226428
3000,CO,CDBN_006,313.471257384685
3001,CO,CDBN_187,272.91992144142
3002,CO,CDBN_008,300.791054002414
3003,CO,CDBN_007,302.799004963711
3004,CO,CDBN_147,161.651072500228
3005,CO,CDBN_023,165.002877204671
3006,CO,CDBN_124,189.787828215749
3007,CO,CDBN_073,173.590857036219
3008,CO,CDBN_075,183.71523265923
3009,CO,CDBN_175,198.595844761664
3010,CO,CDBN_003,300.990649924114
3011,CO,CDBN_005,359.994372567968
3012,CO,CDBN_004,315.65268575897
3013,CO,CDBN_279,464.271145788782
3014,CO,CDBN_022,459.567284129321
3015,CO,CDBN_322,161.535936408704
3016,CO,CDBN_047,184.387361559203
3017,CO,CDBN_001,128.971540925687
3018,CO,CDBN_294,341.047300327549
3019,CO,CDBN_050,132.088791332452
3020,CO,CDBN_297,283.850381373992
3021,CO,CDBN_182,292.26347257451
3022,CO,CDBN_287,197.042966740069
3023,CO,CDBN_289,133.213776633081
3024,CO,CDBN_045,149.700630176779
3025,CO,CDBN_072,165.243318555789
3026,CO,CDBN_134,145.615701263448
3027,CO,CDBN_291,487.210429039355
3028,CO,CDBN_246,178.229041035615
3029,CO,CDBN_286,484.607809226111
3030,CO,CDBN_074,180.211724050711
3031,CO,CDBN_080,156.573320481753
3032,CO,CDBN_090,507.942787721881
3033,CO,CDBN_081,230.133388856235
3034,CO,CDBN_309,378.309348987189
3035,CO,CDBN_313,353.265505790997
3036,CO,CDBN_315,148.184550616021
3037,CO,CDBN_136,182.82664628603
3038,CO,CDBN_323,375.18023940086
3039,CO,CDBN_188,577.090215566972
3040,CO,CDBN_180,212.8544858919
3041,CO,CDBN_153,532.386043938544
3042,CO,CDBN_319,340.791066443005
3043,CO,CDBN_025,412.357190396036
3044,CO,CDBN_280,500.654425425651
3045,CO,CDBN_308,332.546121287126
3046,CO,CDBN_049,373.635016009588
3047,CO,CDBN_100,186.280455620386
3048,CO,CDBN_120,394.085933480139
3049,CO,CDBN_276,364.331654165172
3050,CO,CDBN_281,532.386043938544
3051,CO,CDBN_157,441.238238750622
3052,CO,CDBN_133,347.84732318684
3053,CO,CDBN_112,571.275704578891
3054,CO,CDBN_220,413.484876422643
3055,CO,CDBN_099,292.640586732671
3056,CO,CDBN_101,336.743065653779
3057,CO,CDBN_102,158.876675809331
3058,CO,CDBN_110,306.481695564621
3059,CO,CDBN_111,198.508931919317
3060,CO,CDBN_282,565.577193810025
3061,CO,CDBN_283,575.625519588375
3062,CO,CDBN_057,559.300751461948
3063,CO,CDBN_221,352.990591000498
3064,CO,CDBN_229,287.084119895974
3065,CO,CDBN_145,179.997186283984
3066,CO,CDBN_103,163.16291706318
3067,CO,CDBN_104,180.714306548064
3068,CO,CDBN_106,146.793821823832
3069,CO,CDBN_107,203.404892123605
3070,CO,CDBN_177,346.254129340183
3071,CO,CDBN_108,271.612520620144
3072,CO,CDBN_109,184.387361559203
3073,CO,CDBN_156,419.993434662629
3074,CO,CDBN_194,156.95256381856
3075,CO,CDBN_130,139.56704905712
3076,CO,CDBN_113,177.879572327702
3077,CO,CDBN_132,156.411348081255
3078,CO,CDBN_162,348.9176226428
3079,CO,CDBN_292,401.409654367823
3080,CO,CDBN_105,354.924029292363
3081,CO,CDBN_137,377.994091196366
3082,CO,CDBN_169,214.059891191902
3083,CO,CDBN_231,319.431626363127
3084,CO,CDBN_150,459.102135056316
3085,AZ,CDBN_092,650.0
3086,AZ,CDBN_320,220.0
3087,AZ,CDBN_245,380.0
3088,AZ,CDBN_171,600.0
3089,AZ,CDBN_019,400.0
3090,AZ,CDBN_020,580.0
3091,AZ,CDBN_252,210.0
3092,AZ,CDBN_302,340.0
3093,AZ,CDBN_255,220.0
